EmployeeID,Age,Gender,Department,YearsOfExperience,EducationLevel,Salary,PerformanceRating,Skills,Certification
1206,45,Female,Operations,9,3,37038,3,Python,Certified
1207,43,Female,IT,3,3,38048,2,Python,Certified
1208,26,Male,Marketing,12,3,124207,2,Data Analysis,Not Certified
1209,54,Female,Marketing,14,5,44954,5,SQL,Not Certified
1210,57,Male,Sales,10,2,130601,1,SQL,Certified
1211,41,Female,Operations,5,1,145995,3,Data Analysis,Not Certified
1212,40,Male,Finance,12,3,87541,1,Data Analysis,Not Certified
1213,56,Female,Finance,8,1,75471,2,Machine Learning,Certified
1214,38,Female,Marketing,14,3,98315,1,C++,Certified
1215,55,Female,IT,13,2,142010,4,Data Analysis,Not Certified
1216,30,Female,Marketing,2,1,43225,4,Java,Certified
1217,47,Male,Sales,14,4,135622,2,SQL,Not Certified
1218,23,Male,IT,8,2,128077,1,Data Analysis,Certified
1219,30,Male,Finance,3,1,115256,3,Java,Certified
1220,30,Male,Operations,4,3,43531,2,Java,Not Certified
1221,61,Male,Operations,6,3,100871,4,Java,Not Certified
1222,38,Male,Sales,5,2,39530,2,Machine Learning,Not Certified
1223,22,Male,Marketing,9,2,89035,1,Machine Learning,Not Certified
1224,46,Female,Sales,7,3,54791,1,Java,Not Certified
1225,61,Female,Operations,7,1,135806,1,Machine Learning,Certified
1226,46,Female,Finance,7,4,31649,5,C++,Certified
1227,60,Female,Operations,2,5,43472,1,Java,Not Certified
1228,56,Male,IT,14,2,98398,4,C++,Certified
1229,24,Male,Operations,13,3,120721,4,C++,Not Certified
1230,58,Male,Operations,9,1,57134,5,Java,Certified
1231,51,Female,IT,5,2,96453,4,SQL,Certified
1232,59,Male,Marketing,6,1,42444,4,Java,Not Certified
1233,55,Female,Operations,8,2,71121,2,Java,Not Certified
1234,33,Male,Sales,9,3,116057,1,Machine Learning,Not Certified
1235,40,Male,Operations,9,1,68217,2,Java,Certified
1236,58,Male,Sales,13,3,52066,2,SQL,Not Certified
1237,38,Male,IT,11,1,98347,4,Machine Learning,Not Certified
1238,31,Female,Operations,14,2,66189,3,Python,Not Certified
1239,33,Female,IT,3,5,148903,1,Python,Not Certified
1240,37,Male,IT,4,5,104826,3,C++,Not Certified
1241,45,Female,Marketing,7,4,93477,4,C++,Not Certified
1242,40,Male,Operations,0,4,65489,5,SQL,Certified
1243,29,Male,Sales,11,3,57284,2,Data Analysis,Certified
1244,52,Male,Sales,5,1,54698,4,Python,Certified
1245,42,Male,Operations,14,4,73660,4,C++,Certified
1246,38,Female,Marketing,3,2,49637,3,Python,Not Certified
1247,44,Male,Marketing,4,5,78024,5,SQL,Not Certified
1248,58,Male,Marketing,10,1,90405,2,SQL,Certified
1249,37,Female,Sales,4,5,91305,5,Data Analysis,Certified
1250,27,Male,IT,1,1,63556,5,Data Analysis,Certified
1251,29,Female,Marketing,7,4,112176,5,Machine Learning,Not Certified
1252,46,Male,Sales,14,4,99561,1,SQL,Not Certified
1253,39,Male,Sales,1,3,127012,5,C++,Not Certified
1254,46,Male,IT,3,1,102277,4,Python,Certified
1255,33,Male,Operations,11,2,33654,1,Java,Certified
1256,36,Male,Operations,12,4,141884,1,Data Analysis,Certified
1257,47,Male,Marketing,4,3,70428,5,Java,Certified
1258,47,Female,Marketing,13,4,131555,4,C++,Certified
1259,53,Male,IT,0,5,68036,2,Data Analysis,Not Certified
1260,31,Female,Marketing,5,4,74549,5,Java,Not Certified
1261,37,Female,IT,1,1,125379,1,C++,Not Certified
1262,28,Male,Sales,13,3,95355,2,Python,Not Certified
1263,38,Female,Marketing,4,1,92119,2,C++,Not Certified
1264,44,Male,Sales,14,2,119096,1,Machine Learning,Certified
1265,47,Female,Finance,5,2,76257,2,Data Analysis,Not Certified
1266,42,Male,IT,10,4,143435,4,SQL,Certified
1267,43,Female,Finance,7,3,135866,4,Python,Not Certified
1268,28,Female,Marketing,8,3,45987,5,Java,Certified
1269,35,Male,Sales,12,3,50810,5,Data Analysis,Certified
1270,36,Female,Marketing,14,3,50311,2,SQL,Certified
1271,28,Male,Finance,11,4,142695,1,C++,Certified
1272,30,Male,Marketing,5,1,84478,4,SQL,Certified
1273,29,Male,Operations,4,4,64920,3,Data Analysis,Certified
1274,44,Male,Finance,11,1,38738,5,Data Analysis,Not Certified
1275,50,Male,Marketing,3,5,103424,4,Machine Learning,Certified
1276,39,Female,Sales,1,5,92232,2,Machine Learning,Certified
1277,52,Female,Marketing,1,1,138400,4,SQL,Not Certified
1278,51,Female,Sales,6,4,35474,4,C++,Certified
1279,60,Male,Operations,4,2,89026,2,SQL,Not Certified
1280,56,Female,Marketing,6,4,96024,5,Data Analysis,Not Certified
1281,39,Female,Operations,12,2,80974,5,Data Analysis,Certified
1282,60,Female,Finance,10,4,54144,3,Java,Certified
1283,38,Female,Sales,0,3,35622,3,Machine Learning,Not Certified
1284,35,Female,Finance,0,3,82273,5,Java,Certified
1285,52,Male,Sales,4,5,127366,5,Python,Not Certified
1286,45,Male,Operations,1,5,132078,5,Data Analysis,Certified
1287,56,Female,IT,7,1,69214,5,Java,Not Certified
1288,55,Male,Marketing,13,2,123184,4,SQL,Certified
1289,24,Male,Operations,14,3,148140,3,Machine Learning,Certified
1290,58,Female,Sales,2,4,128233,2,Machine Learning,Not Certified
1291,61,Female,Sales,0,1,87993,1,C++,Not Certified
1292,47,Male,Sales,12,4,55223,2,SQL,Not Certified
1293,44,Female,Sales,1,3,51865,1,C++,Not Certified
1294,60,Male,Marketing,9,3,104108,4,Java,Certified
1295,36,Male,Finance,9,3,136137,3,Python,Not Certified
1296,25,Female,IT,6,3,93649,1,SQL,Not Certified
1297,50,Male,Marketing,5,4,73026,5,SQL,Certified
1298,43,Male,Sales,11,1,119037,4,SQL,Certified
1299,46,Male,Marketing,7,3,89207,1,C++,Not Certified
1300,34,Female,Operations,6,5,56866,5,Java,Certified
1301,39,Female,Sales,13,1,42416,4,SQL,Not Certified
1302,54,Female,IT,9,5,55775,1,SQL,Certified
1303,37,Female,Sales,12,4,59080,5,Machine Learning,Not Certified
1304,23,Male,IT,7,3,100423,3,Python,Certified
1305,56,Female,IT,2,1,49374,4,Machine Learning,Not Certified
1306,55,Female,Finance,5,3,88451,1,Machine Learning,Not Certified
1307,51,Female,Finance,12,3,82599,5,Python,Certified
1308,34,Female,Marketing,6,1,112141,3,Java,Certified
1309,34,Male,Marketing,14,3,45684,5,Machine Learning,Not Certified
1310,39,Male,IT,9,3,54002,3,Java,Not Certified
1311,53,Male,Sales,10,2,121551,1,Machine Learning,Certified
1312,53,Female,Operations,0,2,52972,5,Data Analysis,Certified
1313,56,Female,Operations,0,1,96153,5,Python,Certified
1314,60,Male,Sales,6,1,76404,2,Machine Learning,Certified
1315,50,Female,Sales,12,3,130874,4,Data Analysis,Certified
1316,50,Female,Finance,10,5,36309,5,C++,Certified
1317,37,Male,Operations,12,1,114675,3,Data Analysis,Certified
1318,31,Male,IT,2,3,98326,4,SQL,Certified
1319,51,Female,Marketing,2,5,37826,1,Machine Learning,Certified
1320,46,Female,Finance,14,2,42134,4,Data Analysis,Not Certified
1321,60,Female,Operations,4,1,49693,2,Java,Certified
1322,41,Male,Sales,14,3,34054,1,C++,Certified
1323,26,Male,Operations,10,2,46090,5,Machine Learning,Not Certified
1324,22,Male,IT,5,4,119344,1,SQL,Not Certified
1325,51,Male,Finance,1,2,135985,1,Data Analysis,Not Certified
1326,24,Female,Sales,2,3,45569,2,C++,Not Certified
1327,35,Male,IT,5,5,62227,3,Machine Learning,Not Certified
1328,51,Male,Marketing,2,4,36508,1,C++,Not Certified
1329,25,Female,Finance,13,4,46608,3,SQL,Certified
1330,39,Female,IT,4,4,119059,4,Data Analysis,Not Certified
1331,58,Female,IT,8,1,105969,2,C++,Not Certified
1332,46,Male,Sales,11,3,127475,5,C++,Not Certified
1333,22,Female,Marketing,2,4,140648,1,Python,Certified
1334,36,Female,IT,11,2,54520,3,C++,Not Certified
1335,30,Male,Finance,10,5,107424,1,Python,Certified
1336,36,Male,IT,12,3,60932,2,Data Analysis,Not Certified
1337,45,Female,Operations,12,2,49734,5,Machine Learning,Not Certified
1338,25,Male,Finance,5,1,99363,4,Machine Learning,Certified
1339,33,Female,Finance,10,4,80555,4,Data Analysis,Certified
1340,58,Female,IT,4,2,148900,3,Data Analysis,Not Certified
1341,58,Male,Sales,4,3,46257,4,Java,Certified
1342,27,Female,Finance,10,2,62194,3,Data Analysis,Certified
1343,60,Male,Operations,13,1,126854,5,C++,Not Certified
1344,45,Male,Sales,13,5,46793,1,Machine Learning,Not Certified
1345,32,Male,Sales,5,4,64684,2,SQL,Not Certified
1346,34,Female,Sales,5,3,123550,5,Machine Learning,Certified
1347,55,Male,Finance,0,4,83219,5,Python,Not Certified
1348,46,Male,Sales,10,4,32859,4,Machine Learning,Not Certified
1349,28,Female,IT,14,4,69840,4,Java,Certified
1350,25,Female,Sales,8,2,127392,2,Data Analysis,Certified
1351,29,Female,Operations,4,2,89327,1,Data Analysis,Not Certified
1352,41,Female,Marketing,0,5,143827,5,Machine Learning,Certified
1353,50,Male,Operations,7,1,64819,4,SQL,Not Certified
1354,31,Male,Finance,6,3,115621,5,SQL,Certified
1355,55,Male,Sales,6,2,103750,1,Java,Not Certified
1356,47,Female,Sales,14,4,131272,3,Python,Certified
1357,24,Female,IT,13,1,71704,1,Machine Learning,Certified
1358,27,Male,Sales,4,3,96137,5,Data Analysis,Certified
1359,26,Female,Operations,0,3,90379,5,Machine Learning,Certified
1360,26,Female,Finance,8,3,54318,2,Java,Not Certified
1361,44,Male,Marketing,10,3,110987,5,C++,Certified
1362,30,Male,Sales,8,5,93956,4,C++,Not Certified
1363,56,Female,Marketing,7,3,141561,2,Java,Certified
1364,41,Female,Sales,4,1,35274,5,Data Analysis,Certified
1365,56,Female,Finance,13,2,48226,1,Java,Not Certified
1366,39,Male,Operations,2,1,73634,5,Data Analysis,Certified
1367,38,Male,Finance,7,4,126462,1,SQL,Certified
1368,45,Male,Marketing,0,5,94501,1,Java,Not Certified
1369,24,Male,Sales,2,5,140672,5,Data Analysis,Certified
1370,53,Male,Marketing,11,4,49046,1,Java,Not Certified
1371,56,Female,Operations,10,1,104210,3,Java,Certified
1372,59,Female,Finance,6,1,148724,2,Data Analysis,Certified
1373,34,Female,Marketing,13,4,114559,5,Data Analysis,Certified
1374,46,Male,Marketing,14,3,51910,3,Python,Not Certified
1375,30,Male,Operations,3,3,143766,1,Java,Certified
1376,25,Male,Sales,6,2,41503,1,C++,Certified
1377,35,Female,Marketing,11,1,78392,2,Java,Certified
1378,58,Male,Operations,10,1,91472,3,Java,Certified
1379,55,Male,Sales,12,4,142674,3,Data Analysis,Certified
1380,32,Female,Sales,13,4,100904,5,Java,Certified
1381,24,Male,Finance,4,3,119063,1,Machine Learning,Certified
1382,49,Female,Operations,5,1,75335,4,Java,Certified
1383,50,Male,Sales,13,1,52487,5,Machine Learning,Certified
1384,30,Male,Finance,6,5,66593,5,C++,Not Certified
1385,24,Female,IT,14,2,105927,5,Data Analysis,Certified
1386,46,Female,Operations,12,2,39874,2,Java,Not Certified
1387,55,Female,IT,9,3,84822,2,Machine Learning,Not Certified
1388,33,Female,Sales,11,1,83948,5,Machine Learning,Not Certified
1389,30,Female,Operations,6,5,33608,4,Machine Learning,Certified
1390,36,Female,Finance,6,1,125987,3,SQL,Not Certified
1391,61,Male,Sales,6,4,135182,3,Python,Not Certified
1392,46,Male,Operations,10,3,129322,1,C++,Not Certified
1393,26,Female,Operations,12,2,84501,3,Java,Certified
1394,32,Male,IT,12,1,83912,3,SQL,Not Certified
1395,55,Female,Sales,6,3,57546,4,Java,Certified
1396,45,Male,Finance,2,2,145999,3,Java,Not Certified
1397,36,Female,Finance,14,1,137914,4,Data Analysis,Not Certified
1398,59,Male,Sales,11,5,130804,2,Data Analysis,Certified
1399,29,Male,Sales,2,3,98203,4,Data Analysis,Certified
1400,26,Male,Marketing,6,1,92496,2,SQL,Not Certified
1401,47,Male,IT,13,2,85186,4,Java,Not Certified
1402,39,Male,Sales,1,2,72346,5,Python,Not Certified
1403,27,Female,Sales,13,5,35230,2,C++,Certified
1404,58,Female,Marketing,1,3,55720,2,Data Analysis,Certified
1405,34,Female,Marketing,2,3,73023,3,Data Analysis,Not Certified
1406,49,Male,Operations,13,1,67602,2,Java,Not Certified
1407,26,Female,Finance,3,2,97082,4,Java,Certified
1408,34,Male,IT,5,2,45050,5,SQL,Certified
1409,38,Male,Operations,12,5,143353,5,SQL,Not Certified
1410,61,Male,Sales,7,5,146833,3,Data Analysis,Certified
1411,53,Female,Marketing,9,3,81315,4,Java,Not Certified
1412,50,Male,Finance,9,2,82164,4,Python,Certified
1413,24,Female,Operations,6,1,60134,1,C++,Not Certified
1414,61,Female,Finance,3,4,45640,2,Java,Not Certified
1415,55,Male,Marketing,1,1,116364,3,Java,Not Certified
1416,61,Male,Operations,1,5,91671,5,Machine Learning,Certified
1417,48,Female,Operations,14,1,44284,1,SQL,Not Certified
1418,34,Female,Finance,3,2,90526,4,C++,Not Certified
1419,54,Female,Marketing,5,3,33423,2,Data Analysis,Certified
1420,27,Female,Sales,2,4,58577,5,Java,Not Certified
1421,45,Female,Operations,5,3,148247,1,Data Analysis,Not Certified
1422,40,Female,Sales,4,4,88900,4,Java,Not Certified
1423,37,Male,Marketing,4,4,114606,5,Data Analysis,Certified
1424,61,Female,Operations,1,2,97868,5,C++,Certified
1425,49,Female,Operations,7,2,36066,4,SQL,Certified
1426,54,Female,Sales,4,5,113576,4,C++,Certified
1427,34,Female,IT,10,5,134342,3,Machine Learning,Not Certified
1428,46,Male,Sales,1,4,87888,5,Python,Certified
1429,57,Male,Sales,6,5,38583,4,SQL,Certified
1430,48,Female,IT,12,2,68057,1,C++,Certified
1431,59,Female,Marketing,14,5,52604,2,Machine Learning,Not Certified
1432,28,Female,Marketing,8,4,56564,3,Python,Not Certified
1433,26,Male,Operations,8,3,91429,4,Machine Learning,Not Certified
1434,52,Male,Finance,0,1,128600,2,Java,Certified
1435,44,Male,Finance,6,5,118393,3,Java,Not Certified
1436,31,Male,Operations,8,2,145774,5,Data Analysis,Not Certified
1437,53,Male,Finance,5,3,58941,2,SQL,Certified
1438,51,Male,Sales,0,2,85511,3,Java,Not Certified
1439,60,Female,Sales,1,5,67962,4,Machine Learning,Certified
1440,52,Male,IT,3,4,68573,4,SQL,Certified
1441,39,Male,IT,13,1,141101,3,Java,Not Certified
1442,57,Female,Operations,3,1,55692,5,Data Analysis,Certified
1443,23,Male,Operations,1,3,88420,3,C++,Certified
1444,35,Female,Operations,7,1,112415,1,Data Analysis,Certified
1445,34,Male,Sales,1,4,65763,3,Python,Certified
1446,50,Female,Finance,2,2,112013,3,Java,Certified
1447,33,Female,Operations,13,4,75680,4,Python,Certified
1448,60,Female,Operations,3,3,149012,5,Python,Not Certified
1449,23,Female,Sales,8,3,36393,3,Machine Learning,Certified
1450,53,Female,Sales,9,1,63488,2,SQL,Certified
1451,34,Male,Sales,0,4,51459,4,Machine Learning,Certified
1452,48,Male,Finance,7,2,134629,4,Java,Certified
1453,38,Female,Operations,11,4,42554,3,Python,Not Certified
1454,61,Female,Marketing,14,2,67867,2,C++,Not Certified
1455,52,Female,Marketing,13,2,108104,3,Python,Certified
1456,55,Male,Operations,4,4,132330,2,C++,Not Certified
1457,45,Female,Operations,6,5,75015,4,Machine Learning,Certified
1458,56,Female,Operations,7,4,35057,2,Machine Learning,Certified
1459,27,Female,Operations,14,2,113026,3,SQL,Certified
1460,40,Female,Finance,4,3,35305,1,Python,Certified
1461,51,Male,Marketing,7,3,91276,1,Data Analysis,Not Certified
1462,28,Female,IT,9,1,62740,2,Machine Learning,Not Certified
1463,31,Female,Marketing,10,3,140218,3,Machine Learning,Certified
1464,53,Male,Marketing,7,5,54118,5,SQL,Certified
1465,55,Female,Sales,8,2,36674,1,C++,Not Certified
1466,49,Female,Operations,1,4,72331,4,SQL,Not Certified
1467,36,Male,Operations,2,4,120534,3,Python,Certified
1468,51,Male,Operations,0,5,45316,3,Java,Not Certified
1469,58,Male,Sales,3,3,46217,1,Java,Certified
1470,50,Female,Finance,14,2,97541,5,C++,Not Certified
1471,43,Female,Finance,14,3,141045,4,Machine Learning,Not Certified
1472,25,Male,IT,4,1,44602,5,C++,Not Certified
1473,41,Male,Finance,10,3,117181,4,Machine Learning,Not Certified
1474,53,Male,Finance,0,1,140907,1,Machine Learning,Certified
1475,57,Female,Operations,7,4,43987,3,Java,Certified
1476,25,Female,Marketing,1,2,79915,4,C++,Not Certified
1477,48,Male,Finance,0,1,43543,3,SQL,Certified
1478,38,Female,Finance,1,3,57944,2,Machine Learning,Not Certified
1479,33,Male,Sales,14,3,88241,2,Data Analysis,Not Certified
1480,43,Female,IT,12,4,39144,1,Data Analysis,Certified
1481,38,Female,Sales,4,5,139418,1,SQL,Certified
1482,31,Female,Operations,8,5,68459,1,Data Analysis,Certified
1483,22,Female,Marketing,8,3,69827,2,Python,Not Certified
1484,43,Male,IT,1,5,60741,4,Machine Learning,Certified
1485,47,Female,Sales,1,2,100015,5,SQL,Certified
1486,39,Female,Finance,2,5,99734,1,C++,Certified
1487,35,Male,Finance,6,2,104627,5,Machine Learning,Certified
1488,50,Female,IT,10,3,148711,5,SQL,Not Certified
1489,33,Male,Finance,2,3,143372,2,Java,Not Certified
1490,57,Male,Sales,0,3,99741,4,C++,Not Certified
1491,56,Female,Sales,13,4,99177,2,Java,Not Certified
1492,33,Female,Finance,13,5,33543,1,Machine Learning,Not Certified
1493,28,Male,Finance,13,1,143728,2,C++,Not Certified
1494,50,Male,Operations,5,1,35591,2,Data Analysis,Not Certified
1495,32,Male,Marketing,2,3,140137,2,SQL,Certified
1496,54,Female,IT,0,5,124877,1,Machine Learning,Not Certified
1497,27,Male,Sales,13,2,86395,1,Python,Not Certified
1498,36,Male,IT,12,1,90434,2,C++,Not Certified
1499,53,Male,Operations,3,3,59055,2,C++,Not Certified
1500,32,Female,Sales,12,1,36116,5,Machine Learning,Certified
1501,44,Male,Operations,0,1,85485,4,Machine Learning,Not Certified
1502,47,Female,Operations,0,1,96297,5,Java,Not Certified
1503,55,Female,Finance,11,3,32407,4,Data Analysis,Certified
1504,55,Male,IT,1,3,61594,4,Java,Not Certified
1505,50,Female,IT,9,4,96421,2,Java,Not Certified
1506,25,Male,Finance,7,4,127731,5,Data Analysis,Not Certified
1507,38,Female,IT,1,4,65411,4,Python,Not Certified
1508,56,Female,Finance,10,1,123355,4,Java,Not Certified
1509,34,Male,Sales,1,5,106661,1,Java,Not Certified
1510,60,Male,Operations,14,3,117030,4,C++,Not Certified
1511,36,Male,Operations,10,4,129772,2,Data Analysis,Certified
1512,50,Female,IT,10,5,85444,3,SQL,Certified
1513,50,Female,Marketing,9,4,120121,1,Python,Not Certified
1514,32,Male,Operations,9,4,117581,3,Python,Certified
1515,53,Male,Finance,7,5,117983,2,Data Analysis,Not Certified
1516,23,Female,Marketing,11,4,141670,3,Machine Learning,Certified
1517,35,Female,Marketing,5,1,135319,4,Machine Learning,Not Certified
1518,41,Female,Operations,11,1,56238,3,C++,Certified
1519,43,Male,Operations,10,1,134627,5,C++,Not Certified
1520,32,Female,Operations,3,2,71703,2,Data Analysis,Certified
1521,48,Male,Finance,2,4,65196,5,C++,Certified
1522,24,Female,Marketing,0,2,107221,3,Python,Not Certified
1523,38,Female,IT,10,3,42738,5,Python,Not Certified
1524,49,Male,Finance,2,5,137612,1,SQL,Certified
1525,50,Male,Sales,11,3,144183,3,Machine Learning,Certified
1526,42,Male,Operations,13,2,45772,5,Data Analysis,Not Certified
1527,37,Female,Marketing,8,1,95270,4,Java,Certified
1528,58,Female,Finance,4,4,106169,3,Machine Learning,Not Certified
1529,41,Female,Sales,12,4,53492,1,Java,Certified
1530,27,Male,Finance,5,1,146042,4,SQL,Certified
1531,40,Female,Finance,4,4,84979,3,SQL,Not Certified
1532,26,Male,IT,0,5,147168,4,C++,Not Certified
1533,24,Male,IT,9,5,139497,3,SQL,Not Certified
1534,22,Male,Finance,0,5,80338,3,SQL,Certified
1535,59,Female,Sales,3,3,143585,2,Java,Certified
1536,36,Female,Marketing,14,1,94551,5,C++,Certified
1537,55,Male,Marketing,2,5,66855,3,SQL,Not Certified
1538,56,Female,Operations,10,2,36228,1,Machine Learning,Certified
1539,46,Male,Operations,7,5,98367,5,SQL,Certified
1540,45,Male,Marketing,11,3,50045,2,C++,Not Certified
1541,33,Female,Finance,11,2,113668,5,Data Analysis,Certified
1542,39,Male,Finance,6,1,106591,5,C++,Certified
1543,36,Male,IT,14,1,54318,3,Java,Not Certified
1544,37,Female,IT,10,5,88458,1,Data Analysis,Not Certified
1545,48,Male,Operations,14,2,43795,3,Machine Learning,Not Certified
1546,29,Male,Marketing,6,2,135856,1,Python,Not Certified
1547,46,Male,Finance,14,5,115184,1,C++,Not Certified
1548,38,Male,Marketing,7,5,84524,4,Java,Not Certified
1549,50,Male,Sales,13,4,117694,3,Machine Learning,Not Certified
1550,29,Male,Marketing,9,4,51747,2,Data Analysis,Not Certified
1551,36,Male,Sales,6,5,118770,5,Machine Learning,Not Certified
1552,48,Female,IT,9,3,77373,4,C++,Certified
1553,28,Female,IT,1,4,61560,2,SQL,Not Certified
1554,24,Male,Operations,3,5,41282,3,C++,Not Certified
1555,50,Male,Marketing,14,2,63831,1,Python,Certified
1556,45,Female,Marketing,10,4,93073,3,C++,Not Certified
1557,24,Female,Sales,5,3,53043,3,Data Analysis,Certified
1558,41,Female,IT,2,1,141648,4,Data Analysis,Certified
1559,36,Female,Sales,14,2,95322,2,C++,Not Certified
1560,46,Female,IT,2,3,82900,4,Data Analysis,Certified
1561,51,Male,Sales,14,3,50929,2,SQL,Not Certified
1562,35,Female,IT,5,3,144202,4,Machine Learning,Not Certified
1563,28,Female,Sales,0,2,65500,5,C++,Certified
1564,38,Female,IT,13,3,31872,1,SQL,Certified
1565,41,Male,Sales,0,1,67488,1,Machine Learning,Certified
1566,57,Male,Marketing,4,4,97505,1,Machine Learning,Not Certified
1567,30,Male,Operations,0,2,55460,5,SQL,Not Certified
1568,59,Male,Sales,9,3,42155,5,Java,Certified
1569,43,Male,Operations,7,5,41870,1,C++,Not Certified
1570,23,Male,Marketing,1,4,145006,1,Machine Learning,Not Certified
1571,45,Female,Marketing,5,2,123928,2,Machine Learning,Certified
1572,29,Male,IT,9,5,33717,2,Data Analysis,Certified
1573,32,Male,Operations,9,5,31374,3,Machine Learning,Certified
1574,34,Female,Finance,4,3,51826,4,SQL,Certified
1575,38,Male,IT,9,2,104215,2,Machine Learning,Certified
1576,29,Female,Operations,11,3,145138,2,Java,Certified
1577,42,Female,Sales,11,1,43427,2,C++,Certified
1578,39,Male,Sales,3,5,94442,2,C++,Certified
1579,51,Female,Marketing,0,1,119100,5,Machine Learning,Certified
1580,39,Female,Finance,13,3,64708,3,Python,Certified
1581,52,Female,Sales,13,4,130671,2,Python,Not Certified
1582,59,Female,Operations,2,5,139732,4,SQL,Not Certified
1583,53,Male,Operations,12,4,54271,2,Python,Certified
1584,32,Female,Sales,11,2,93572,5,SQL,Not Certified
1585,46,Male,Operations,3,5,46631,1,Data Analysis,Not Certified
1586,54,Female,Operations,1,1,49887,1,SQL,Not Certified
1587,59,Female,Marketing,11,4,55259,3,Python,Not Certified
1588,29,Female,Finance,1,2,127932,1,Machine Learning,Not Certified
1589,32,Male,Marketing,1,5,87987,2,Data Analysis,Not Certified
1590,43,Male,Finance,10,2,79630,5,Python,Certified
1591,45,Male,Operations,0,1,49144,3,SQL,Certified
1592,38,Female,Finance,9,5,108191,2,Java,Not Certified
1593,33,Female,Operations,1,2,136272,1,C++,Not Certified
1594,53,Female,Operations,5,3,79060,4,Python,Certified
1595,36,Female,Marketing,2,5,85092,2,SQL,Not Certified
1596,37,Male,Marketing,9,5,50836,4,Data Analysis,Not Certified
1597,43,Female,IT,4,5,143047,4,Python,Not Certified
1598,49,Male,Sales,0,5,96904,3,Python,Not Certified
1599,41,Female,IT,7,3,130530,5,C++,Not Certified
1600,54,Male,IT,12,1,74456,1,SQL,Certified
1601,31,Male,Finance,3,3,66380,1,Java,Certified
1602,61,Female,Operations,8,3,107735,2,Data Analysis,Not Certified
1603,53,Female,Operations,3,2,138338,1,SQL,Certified
1604,54,Male,Operations,13,4,41569,3,Data Analysis,Not Certified
1605,23,Female,Sales,14,4,129363,1,Python,Not Certified
1606,54,Female,Finance,14,2,61182,2,C++,Not Certified
1607,54,Male,Finance,14,3,146332,1,C++,Not Certified
1608,34,Male,Operations,1,2,108651,5,Machine Learning,Not Certified
1609,51,Male,IT,2,5,51649,4,Java,Not Certified
1610,54,Male,Sales,4,2,113731,4,C++,Not Certified
1611,34,Female,IT,11,2,126132,4,Python,Not Certified
1612,47,Male,Marketing,9,5,130497,5,Java,Not Certified
1613,43,Male,Finance,14,4,57003,3,SQL,Certified
1614,60,Male,Finance,12,5,46551,2,C++,Not Certified
1615,23,Female,IT,12,1,144432,5,Java,Certified
1616,59,Male,Sales,13,2,53826,2,Python,Certified
1617,60,Female,Finance,5,2,132486,3,Machine Learning,Not Certified
1618,47,Male,IT,6,4,54729,5,Data Analysis,Certified
1619,36,Male,Sales,3,3,81696,1,Data Analysis,Not Certified
1620,55,Female,IT,6,5,33868,3,Python,Not Certified
1621,61,Male,Sales,14,3,71274,4,Python,Not Certified
1622,32,Male,Operations,9,1,68718,5,Data Analysis,Not Certified
1623,24,Female,Sales,2,5,62353,3,Machine Learning,Certified
1624,27,Male,Marketing,6,1,71682,3,Java,Certified
1625,30,Male,Operations,3,1,60653,5,Data Analysis,Not Certified
1626,27,Male,IT,12,1,44141,4,Python,Certified
1627,30,Male,Operations,12,5,41537,4,C++,Certified
1628,60,Female,Operations,7,5,60401,3,SQL,Certified
1629,52,Male,IT,8,4,57387,2,Machine Learning,Not Certified
1630,53,Female,IT,6,2,111690,3,Machine Learning,Certified
1631,33,Male,Marketing,7,3,130613,5,C++,Certified
1632,29,Female,IT,7,3,36630,5,C++,Certified
1633,29,Male,Finance,1,1,73461,5,Python,Not Certified
1634,49,Female,Finance,8,5,110314,4,Data Analysis,Certified
1635,41,Male,Marketing,5,5,74293,1,Java,Certified
1636,28,Female,Sales,10,1,53070,5,Machine Learning,Not Certified
1637,32,Female,Sales,3,2,43416,5,Machine Learning,Certified
1638,41,Male,Finance,14,3,146711,2,C++,Not Certified
1639,37,Female,IT,4,4,145037,2,Data Analysis,Not Certified
1640,25,Male,Marketing,9,2,120935,3,Machine Learning,Not Certified
1641,27,Male,Sales,4,5,38629,3,Java,Not Certified
1642,43,Male,Sales,6,1,93444,3,C++,Not Certified
1643,47,Male,Operations,13,3,38360,5,Java,Not Certified
1644,24,Male,Finance,8,1,42011,2,Data Analysis,Certified
1645,35,Female,IT,6,5,70721,3,Machine Learning,Not Certified
1646,32,Male,Marketing,8,1,66069,2,SQL,Certified
1647,39,Male,Sales,3,3,83270,5,Machine Learning,Certified
1648,33,Male,Operations,9,1,41227,5,Data Analysis,Not Certified
1649,44,Male,Finance,13,3,69587,3,Machine Learning,Certified
1650,33,Male,Finance,9,1,91720,5,Machine Learning,Certified
1651,34,Male,Marketing,3,1,74550,5,Python,Certified
1652,46,Female,Sales,5,3,98305,2,Machine Learning,Not Certified
1653,40,Female,Marketing,7,1,106028,1,Machine Learning,Certified
1654,57,Male,Marketing,13,2,83651,4,Java,Certified
1655,29,Female,Operations,8,4,81332,3,SQL,Not Certified
1656,50,Male,Finance,0,2,98881,1,Java,Certified
1657,53,Male,IT,0,4,98201,3,Java,Certified
1658,39,Male,Finance,12,2,54807,1,C++,Certified
1659,27,Male,Finance,7,4,73552,5,Python,Not Certified
1660,39,Male,Operations,10,1,107902,3,Java,Certified
